AltitudeBin,NumberStruck,Effect,FlightMonth,Damage,Engines,FlightPhase,ConditionsPrecipitation,WildlifeSize,ConditionsSky,PilotWarned,PeopleInjured,IsAircraftLarge?
"(-1, 0]",1,None,10,No damage,2,Take-off run,Rain,Small,Overcast,N,0,No
"(100, 200]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(50, 100]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(0, 10]",1,None,10,Caused damage,2,Climb,Rain,Medium,Overcast,Y,0,No
"(600, 1000]",1,None,10,Caused damage,1,Approach,None,Large,No Cloud,N,0,No
"(600, 1000]",1,None,10,No damage,2,Approach,None,Small,Overcast,N,0,No
"(0, 10]",1,Precautionary Landing,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(50, 100]",1,None,10,No damage,2,Climb,None,Small,Some Cloud,N,0,No
"(400, 600]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(50, 100]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,Yes
"(1000, 2000]",1,None,10,No damage,2,Approach,Rain,Medium,Some Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Medium,Overcast,N,0,No
"(100, 200]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No
"(400, 600]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(30, 50]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Medium,Some Cloud,N,0,Yes
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(50, 100]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(50, 100]",1,Precautionary Landing,10,No damage,2,Climb,None,Large,Some Cloud,N,0,Yes
"(400, 600]",1,None,10,No damage,2,Approach,None,Medium,Some Cloud,N,0,Yes
"(10, 30]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,Yes
"(200, 400]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(30, 50]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(200, 400]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(200, 400]",1,None,10,No damage,2,Climb,None,Small,Some Cloud,N,0,No
"(10, 30]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(5000, 18000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(2000, 3000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,No
"(0, 10]",1,None,10,No damage,2,Approach,None,Small,Overcast,N,0,No
"(100, 200]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(0, 10]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(200, 400]",1,None,10,Caused damage,2,Approach,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No
"(1000, 2000]",1,None,10,No damage,1,Approach,None,Small,No Cloud,N,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,Yes
"(100, 200]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No
"(600, 1000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(600, 1000]",1,None,10,No damage,2,Approach,None,Small,Overcast,N,0,Yes
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,Yes
"(5000, 18000]",1,None,10,No damage,2,Climb,None,Medium,No Cloud,N,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Medium,Overcast,N,0,Yes
"(400, 600]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Large,No Cloud,Y,0,Yes
"(-1, 0]",1,Precautionary Landing,10,Caused damage,2,Take-off run,None,Large,Overcast,Y,0,No
"(5000, 18000]",1,Precautionary Landing,10,Caused damage,4,Climb,None,Small,Some Cloud,N,0,No
"(2000, 3000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,No
"(10, 30]",1,None,10,No damage,2,Climb,None,Small,Overcast,N,0,Yes
"(50, 100]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(2000, 3000]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No
"(50, 100]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(2000, 3000]",1,None,10,No damage,2,Climb,None,Medium,Some Cloud,N,0,No
"(5000, 18000]",1,None,10,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(5000, 18000]",1,None,10,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(5000, 18000]",1,None,10,No damage,2,Descent,None,Small,Overcast,N,0,No
"(5000, 18000]",1,None,10,No damage,2,Descent,None,Small,Some Cloud,N,0,Yes
"(5000, 18000]",1,None,10,No damage,2,Descent,None,Large,Some Cloud,Y,0,Yes
"(100, 200]",1,None,10,No damage,2,Approach,None,Large,Some Cloud,Y,0,Yes
"(5000, 18000]",1,None,10,No damage,2,Climb,None,Small,Some Cloud,Y,0,Yes
"(5000, 18000]",1,None,10,Caused damage,2,Descent,None,Medium,No Cloud,N,0,No
"(200, 400]",1,None,10,No damage,2,Approach,None,Medium,Overcast,Y,0,Yes
"(0, 10]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Small,Overcast,N,0,Yes
"(30, 50]",1,None,10,No damage,2,Approach,None,Large,Overcast,Y,0,No
"(50, 100]",1,None,10,No damage,2,Climb,None,Small,Some Cloud,Y,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Small,Overcast,Y,0,No
"(1000, 2000]",1,None,10,Caused damage,2,Approach,None,Medium,No Cloud,N,0,No
"(600, 1000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(600, 1000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(50, 100]",1,None,10,No damage,2,Climb,None,Small,Overcast,Y,0,No
"(30, 50]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(5000, 18000]",1,None,10,No damage,2,Descent,None,Small,No Cloud,N,0,No
"(1000, 2000]",1,None,10,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Overcast,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No
"(30, 50]",1,None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,No
"(400, 600]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Medium,Some Cloud,Y,0,No
"(600, 1000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(100, 200]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(100, 200]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No
"(0, 10]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,Yes
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,No
"(3000, 5000]",1,None,10,No damage,2,Descent,None,Medium,No Cloud,N,0,Yes
"(2000, 3000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Small,Overcast,N,0,Yes
"(2000, 3000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes
"(1000, 2000]",1,None,10,No damage,2,Climb,None,Small,Some Cloud,Y,0,Yes
"(0, 10]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(600, 1000]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
"(50, 100]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,Yes
"(-1, 0]",1,None,10,Caused damage,2,Landing Roll,None,Large,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No
"(50, 100]",1,None,10,No damage,2,Approach,Fog,Small,Overcast,N,0,Yes
"(50, 100]",1,None,10,No damage,2,Approach,None,Small,Overcast,N,0,No
"(400, 600]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No
"(30, 50]",1,None,10,No damage,2,Approach,None,Small,Overcast,Y,0,Yes
"(600, 1000]",1,None,10,No damage,2,Approach,Rain,Small,Overcast,Y,0,No
"(2000, 3000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,No
"(50, 100]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Overcast,Y,0,No
"(100, 200]",1,Precautionary Landing,10,No damage,2,Climb,None,Small,Some Cloud,N,0,No
"(0, 10]",1,None,10,No damage,2,Approach,Fog,Small,Overcast,Y,0,No
"(400, 600]",1,None,10,No damage,2,Approach,None,Small,Overcast,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No
"(600, 1000]",1,None,10,No damage,2,Approach,None,Small,Overcast,Y,0,No
"(1000, 2000]",1,Precautionary Landing,10,No damage,1,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,Rain,Small,Overcast,N,0,No
"(0, 10]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No
"(400, 600]",1,None,10,Caused damage,2,Approach,None,Large,Some Cloud,Y,0,No
"(50, 100]",1,None,10,No damage,2,Approach,Fog,Small,Overcast,Y,0,No
"(600, 1000]",1,None,10,No damage,1,Approach,None,Medium,No Cloud,N,0,No
"(50, 100]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(100, 200]",1,None,10,No damage,2,Climb,None,Medium,Some Cloud,Y,0,No
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Large,Some Cloud,N,0,Yes
"(3000, 5000]",1,None,10,No damage,2,Climb,None,Medium,No Cloud,N,0,Yes
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
"(1000, 2000]",1,None,10,No damage,2,Climb,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,10,No damage,,Landing Roll,None,Small,Overcast,N,0,No
"(200, 400]",1,None,10,Caused damage,2,Approach,None,Medium,Some Cloud,Y,0,No
"(400, 600]",1,None,10,No damage,2,Approach,None,Medium,Some Cloud,N,0,No
"(30, 50]",1,None,10,No damage,2,Approach,None,Small,Overcast,N,0,No
"(600, 1000]",1,None,10,No damage,2,Approach,Rain,Small,Overcast,N,0,No
"(50, 100]",1,None,10,No damage,,Approach,Rain,Small,No Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Overcast,Y,0,No
"(5000, 18000]",1,None,10,No damage,2,Descent,None,Medium,Some Cloud,N,0,Yes
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(2000, 3000]",1,None,10,No damage,2,Approach,Rain,Medium,Overcast,Y,0,Yes
"(1000, 2000]",1,None,10,No damage,2,Approach,Rain,Small,Overcast,Y,0,Yes
"(600, 1000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,Fog,Small,Overcast,Y,0,Yes
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No
"(200, 400]",1,None,10,No damage,2,Approach,None,Medium,Some Cloud,N,0,No
"(200, 400]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(600, 1000]",1,None,10,No damage,2,Approach,Rain,Small,Overcast,N,0,Yes
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,Some Cloud,N,0,No
"(600, 1000]",1,None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No
"(2000, 3000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(5000, 18000]",1,None,10,No damage,2,Descent,None,Medium,No Cloud,N,0,Yes
"(3000, 5000]",1,None,10,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(3000, 5000]",1,None,10,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(2000, 3000]",1,None,10,No damage,2,Approach,Rain,Small,Overcast,N,0,Yes
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No
"(400, 600]",1,Precautionary Landing,10,Caused damage,1,Climb,None,Large,Overcast,Y,0,No
"(0, 10]",1,None,10,Caused damage,2,Climb,None,Large,No Cloud,Y,0,Yes
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Medium,Overcast,N,0,No
"(400, 600]",1,None,10,No damage,2,Climb,None,Small,Some Cloud,N,0,Yes
"(600, 1000]",1,None,10,No damage,2,Approach,None,Medium,Overcast,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No
"(200, 400]",1,Precautionary Landing,10,No damage,2,Climb,None,Small,No Cloud,N,0,No
"(50, 100]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Large,Some Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Medium,Some Cloud,Y,0,No
"(0, 10]",1,None,10,No damage,2,Climb,None,Medium,No Cloud,Y,0,Yes
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,Yes
"(5000, 18000]",1,None,10,No damage,2,Climb,None,Medium,No Cloud,N,0,No
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Medium,Overcast,N,0,No
"(600, 1000]",1,None,10,Caused damage,2,Approach,None,Medium,Some Cloud,N,0,No
"(600, 1000]",1,Precautionary Landing,10,Caused damage,2,Climb,None,Large,No Cloud,N,0,No
"(5000, 18000]",1,None,10,Caused damage,2,Descent,Rain,Medium,Some Cloud,N,0,No
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(1000, 2000]",1,None,10,No damage,2,Climb,None,Small,Some Cloud,Y,0,Yes
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,Precautionary Landing,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Large,Overcast,Y,0,Yes
"(-1, 0]",1,None,10,No damage,2,Landing Roll,Fog,Medium,Overcast,Y,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,No
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,No
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(2000, 3000]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,Yes
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No
"(3000, 5000]",1,None,10,No damage,2,Descent,None,Medium,No Cloud,N,0,Yes
"(5000, 18000]",1,None,10,Caused damage,2,Descent,None,Medium,No Cloud,Y,0,Yes
"(3000, 5000]",1,None,10,Caused damage,2,Climb,None,Small,Some Cloud,Y,0,No
"(100, 200]",1,Precautionary Landing,10,Caused damage,1,Climb,None,Small,No Cloud,N,0,No
"(1000, 2000]",1,None,10,No damage,2,Climb,None,Medium,Some Cloud,N,0,No
"(30, 50]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,No Cloud,Y,0,No
"(5000, 18000]",1,None,10,No damage,2,Approach,None,Large,No Cloud,N,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,Rain,Small,Overcast,N,0,No
"(0, 10]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,Yes
"(5000, 18000]",1,None,10,No damage,2,Approach,None,Large,Some Cloud,Y,0,Yes
"(5000, 18000]",1,None,10,Caused damage,2,Approach,None,Small,Overcast,Y,0,Yes
"(50, 100]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(200, 400]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(600, 1000]",1,None,10,No damage,2,Climb,None,Small,Some Cloud,N,0,Yes
"(200, 400]",1,None,10,No damage,2,Approach,None,Small,Overcast,Y,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(10, 30]",1,None,10,No damage,2,Approach,None,Large,No Cloud,Y,0,No
"(400, 600]",1,None,10,No damage,4,Climb,None,Medium,Some Cloud,N,0,No
"(2000, 3000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,No
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Medium,Some Cloud,Y,0,No
"(1000, 2000]",1,None,10,No damage,2,Climb,None,Small,No Cloud,N,0,No
"(10, 30]",1,None,10,No damage,1,Approach,None,Medium,Some Cloud,N,0,No
"(200, 400]",1,None,10,No damage,2,Climb,None,Medium,Some Cloud,N,0,Yes
"(200, 400]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(0, 10]",1,None,10,No damage,2,Approach,Rain,Small,Overcast,Y,0,Yes
"(100, 200]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,Yes
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No
"(600, 1000]",1,Precautionary Landing,10,Caused damage,1,Approach,None,Large,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Overcast,Y,0,Yes
"(600, 1000]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,Yes
"(600, 1000]",1,None,10,No damage,2,Climb,None,Small,Some Cloud,Y,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(5000, 18000]",1,None,10,No damage,2,Descent,None,Small,No Cloud,Y,0,No
"(50, 100]",1,None,10,No damage,2,Approach,Rain,Small,Overcast,Y,0,Yes
"(30, 50]",1,None,10,Caused damage,1,Climb,None,Large,No Cloud,N,0,No
"(30, 50]",1,Precautionary Landing,10,Caused damage,2,Climb,None,Medium,No Cloud,N,0,No
"(3000, 5000]",1,Precautionary Landing,10,Caused damage,2,Descent,None,Medium,Some Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Medium,Overcast,Y,0,Yes
"(400, 600]",1,None,10,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(600, 1000]",1,None,10,No damage,2,Climb,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,Rain,Small,Overcast,N,0,Yes
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(5000, 18000]",1,None,10,No damage,2,Descent,None,Medium,No Cloud,N,0,Yes
"(2000, 3000]",1,Other,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(5000, 18000]",1,None,10,No damage,2,Approach,None,Small,Overcast,N,0,Yes
"(2000, 3000]",1,None,10,No damage,2,Approach,None,Medium,Some Cloud,Y,0,No
"(30, 50]",1,None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,Yes
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,No
"(400, 600]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(0, 10]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Medium,Some Cloud,Y,0,No
"(100, 200]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,Yes
"(600, 1000]",1,None,10,No damage,2,Approach,Rain,Small,No Cloud,Y,0,Yes
"(3000, 5000]",1,None,10,No damage,2,Descent,None,Medium,No Cloud,N,0,Yes
"(5000, 18000]",1,None,10,No damage,2,Climb,None,Medium,Some Cloud,N,0,No
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Medium,Some Cloud,Y,0,No
"(2000, 3000]",1,None,10,No damage,2,Approach,None,Medium,Some Cloud,Y,0,Yes
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Medium,Some Cloud,Y,0,No
"(2000, 3000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes
"(10, 30]",1,None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(600, 1000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(30, 50]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes
"(5000, 18000]",1,None,10,Caused damage,2,Approach,None,Large,No Cloud,N,0,Yes
"(30, 50]",1,Precautionary Landing,10,Caused damage,2,Climb,None,Small,No Cloud,Y,0,Yes
"(200, 400]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(10, 30]",1,None,10,No damage,2,Climb,None,Small,No Cloud,N,0,No
"(400, 600]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(50, 100]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(10, 30]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes
"(100, 200]",1,None,10,No damage,2,Approach,Rain,Small,Overcast,Y,0,Yes
"(3000, 5000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Medium,Some Cloud,N,0,Yes
"(50, 100]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes
"(0, 10]",1,None,10,No damage,2,Approach,None,Small,Overcast,Y,0,Yes
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No
"(1000, 2000]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,Overcast,N,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Medium,Some Cloud,Y,0,Yes
"(5000, 18000]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(50, 100]",1,None,10,No damage,2,Approach,None,Small,Overcast,Y,0,Yes
"(200, 400]",1,None,10,Caused damage,2,Approach,None,Large,Some Cloud,Y,0,Yes
"(100, 200]",1,None,10,No damage,2,Approach,None,Large,No Cloud,N,0,Yes
"(400, 600]",1,None,10,No damage,2,Approach,None,Small,Overcast,N,0,Yes
"(200, 400]",1,None,10,No damage,2,Approach,"Fog, Rain",Medium,Overcast,Y,0,Yes
"(-1, 0]",1,None,10,No damage,1,Landing Roll,Rain,Medium,Overcast,N,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,Rain,Small,Overcast,Y,0,No
"(0, 10]",1,None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,10,Caused damage,2,Landing Roll,None,Small,No Cloud,Y,0,Yes
"(30, 50]",1,None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,1,Take-off run,None,Large,Some Cloud,N,0,No
"(600, 1000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,Snow,Small,Some Cloud,N,0,Yes
"(0, 10]",1,None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes
"(2000, 3000]",1,None,10,No damage,2,Climb,None,Small,Overcast,N,0,No
"(5000, 18000]",1,None,10,No damage,2,Descent,None,Medium,Some Cloud,Y,0,No
"(2000, 3000]",1,None,10,No damage,2,Climb,None,Small,Overcast,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Take-off run,None,Large,Overcast,N,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Medium,Overcast,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,Yes
"(-1, 0]",1,None,10,No damage,2,Landing Roll,Rain,Small,Some Cloud,Y,0,No
"(1000, 2000]",1,None,10,Caused damage,2,Approach,None,Large,No Cloud,N,0,Yes
"(30, 50]",1,None,10,No damage,2,Approach,Rain,Small,Overcast,N,0,Yes
"(600, 1000]",1,None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,No
"(400, 600]",1,None,10,No damage,2,Approach,None,Medium,Some Cloud,Y,0,Yes
